year,unit_id,name,admin_parent,admin_intermediate,admin_superparent,area_km2,reason
1979,adm_1979_132,г. Называевск,Омская область,Омская область,Омская область,10.81,area_lt_50_km2_or_missing
1979,adm_1979_138,г. Березовский,Кемеровская область,Кемеровская область,Кемеровская область,7.74,area_lt_50_km2_or_missing
1979,adm_1979_140,г. Юрга,Кемеровская область,Кемеровская область,Кемеровская область,20.87,area_lt_50_km2_or_missing
1979,adm_1979_141,г. Тюкалинск,Омская область,Омская область,Омская область,0.76,area_lt_50_km2_or_missing
1979,adm_1979_151,г. Анжеро-Судженск,Кемеровская область,Кемеровская область,Кемеровская область,29.3,area_lt_50_km2_or_missing
1979,adm_1979_152,г. Ишим,Тюменская область,Тюменская область,Тюменская область,0.83,area_lt_50_km2_or_missing
1979,adm_1979_157,г. Мариинск,Кемеровская область,Кемеровская область,Кемеровская область,5.43,area_lt_50_km2_or_missing
1979,adm_1979_166,г. Томск,Томская область,Томская область,Томская область,13.7,area_lt_50_km2_or_missing
1979,adm_1979_173,Ялуторовский,Тюменская область,Тюменская область,Тюменская область,2.73,area_lt_50_km2_or_missing
1979,adm_1979_183,г. Тара,Омская область,Омская область,Омская область,4.23,area_lt_50_km2_or_missing
1979,adm_1979_185,г. Асино,Томская область,Томская область,Томская область,6.03,area_lt_50_km2_or_missing
1979,adm_1979_191,г. Тюмень,Тюменская область,Тюменская область,Тюменская область,9.24,area_lt_50_km2_or_missing
1979,adm_1979_209,г. Тобольск,Тюменская область,Тюменская область,Тюменская область,2.94,area_lt_50_km2_or_missing
1979,adm_1979_211,г. Колпашево,Томская область,Томская область,Томская область,2.92,area_lt_50_km2_or_missing
1979,adm_1979_223,г. Урай,ХМАО,ХМАО,Тюменская область,25.01,area_lt_50_km2_or_missing
1979,adm_1979_226,г. Стрежевой,Томская область,Томская область,Томская область,6.84,area_lt_50_km2_or_missing
1979,adm_1979_228,г. Нижневартовск,ХМАО,ХМАО,Тюменская область,13.65,area_lt_50_km2_or_missing
1979,adm_1979_229,г. Ханты-Мансийск,ХМАО,ХМАО,Тюменская область,7.14,area_lt_50_km2_or_missing
1979,adm_1979_232,г. Сургут,ХМАО,ХМАО,Тюменская область,18.96,area_lt_50_km2_or_missing
1979,adm_1979_239,г. Надым,ЯНАО,ЯНАО,Тюменская область,22.5,area_lt_50_km2_or_missing
1979,adm_1979_242,г. Лабытнанги,ЯНАО,ЯНАО,Тюменская область,49.95,area_lt_50_km2_or_missing
1979,adm_1979_256,г. Тайга,Кемеровская область,Кемеровская область,Кемеровская область,9.22,area_lt_50_km2_or_missing
1979,adm_1979_3,г. Змеиногорск,Алтайский край,Алтайский край,Алтайский край,25.25,area_lt_50_km2_or_missing
1979,adm_1979_30,Алейский,Алтайский край,Алтайский край,Алтайский край,0.97,area_lt_50_km2_or_missing
1979,adm_1979_38,г. Таштагол,Кемеровская область,Кемеровская область,Кемеровская область,14.21,area_lt_50_km2_or_missing
1979,adm_1979_44,г. Славгород,Алтайский край,Алтайский край,Алтайский край,7.22,area_lt_50_km2_or_missing
1979,adm_1979_61,г. Осинники,Кемеровская область,Кемеровская область,Кемеровская область,2.77,area_lt_50_km2_or_missing
1979,adm_1979_65,г. Междуреченск,Кемеровская область,Кемеровская область,Кемеровская область,15.98,area_lt_50_km2_or_missing
1979,adm_1979_67,г. Мыски,Кемеровская область,Кемеровская область,Кемеровская область,17.31,area_lt_50_km2_or_missing
1979,adm_1979_70,г. Новокузнецк,Кемеровская область,Кемеровская область,Кемеровская область,46.19,area_lt_50_km2_or_missing
1979,adm_1979_71,г. Камень-на-Оби,Алтайский край,Алтайский край,Алтайский край,1.58,area_lt_50_km2_or_missing
1979,adm_1979_74,г. Прокопьевск,Кемеровская область,Кемеровская область,Кемеровская область,5.47,area_lt_50_km2_or_missing
1979,adm_1979_76,г. Киселевск,Кемеровская область,Кемеровская область,Кемеровская область,4.58,area_lt_50_km2_or_missing
1979,adm_1979_82,г. Гурьевск,Кемеровская область,Кемеровская область,Кемеровская область,1.88,area_lt_50_km2_or_missing
1979,adm_1979_88,г. Белово,Кемеровская область,Кемеровская область,Кемеровская область,5.25,area_lt_50_km2_or_missing
1979,adm_1979_96,г. Искитим,Новосибирская область,Новосибирская область,Новосибирская область,13.21,area_lt_50_km2_or_missing
1979,adm_1979_97,г. Ленинск-Кузнецкий,Кемеровская область,Кемеровская область,Кемеровская область,4.6,area_lt_50_km2_or_missing
1989,adm_1989_268,Междуреченский,Кемеровская область,Кемеровская область,Кемеровская область,15.98,area_lt_50_km2_or_missing
2021,adm_2021_113,Звериноголовский муниципальный район,Курганская область,Курганская область,Курганская область,1357.18,v104_stat_scope_exclusion
2021,adm_2021_119,Целинный муниципальный район,Курганская область,Курганская область,Курганская область,3457.6,v104_stat_scope_exclusion
2021,adm_2021_125,рабочий поселок Кольцово,Новосибирская область,Новосибирская область,Новосибирская область,20.1,area_lt_50_km2_or_missing
2021,adm_2021_128,город Обь,Новосибирская область,Новосибирская область,Новосибирская область,28.99,area_lt_50_km2_or_missing
2021,adm_2021_133,Альменевский муниципальный район,Курганская область,Курганская область,Курганская область,2480.65,v104_stat_scope_exclusion
2021,adm_2021_135,Половинский муниципальный район,Курганская область,Курганская область,Курганская область,2736.29,v104_stat_scope_exclusion
2021,adm_2021_137,Сафакулевский муниципальный район,Курганская область,Курганская область,Курганская область,2287.71,v104_stat_scope_exclusion
2021,adm_2021_138,Куртамышский муниципальный район,Курганская область,Курганская область,Курганская область,3884.58,v104_stat_scope_exclusion
2021,adm_2021_142,Притобольный муниципальный район,Курганская область,Курганская область,Курганская область,2346.11,v104_stat_scope_exclusion
2021,adm_2021_148,Петуховский муниципальный район,Курганская область,Курганская область,Курганская область,2770.23,v104_stat_scope_exclusion
2021,adm_2021_154,Курган,Курганская область,Курганская область,Курганская область,400.83,v104_stat_scope_exclusion
2021,adm_2021_157,Макушинский муниципальный район,Курганская область,Курганская область,Курганская область,3486.29,v104_stat_scope_exclusion
2021,adm_2021_161,Лебяжьевский муниципальный район,Курганская область,Курганская область,Курганская область,3176.15,v104_stat_scope_exclusion
2021,adm_2021_164,Юргамышский муниципальный район,Курганская область,Курганская область,Курганская область,2588.45,v104_stat_scope_exclusion
2021,adm_2021_165,Частоозерский муниципальный район,Курганская область,Курганская область,Курганская область,1935.88,v104_stat_scope_exclusion
2021,adm_2021_169,Кетовский муниципальный район,Курганская область,Курганская область,Курганская область,3323.63,v104_stat_scope_exclusion
2021,adm_2021_170,Шумихинский муниципальный район,Курганская область,Курганская область,Курганская область,2816.16,v104_stat_scope_exclusion
2021,adm_2021_171,Щучанский муниципальный район,Курганская область,Курганская область,Курганская область,2867.01,v104_stat_scope_exclusion
2021,adm_2021_172,Мишкинский муниципальный район,Курганская область,Курганская область,Курганская область,3009.77,v104_stat_scope_exclusion
2021,adm_2021_181,Мокроусовский муниципальный район,Курганская область,Курганская область,Курганская область,3082.46,v104_stat_scope_exclusion
2021,adm_2021_184,Варгашинский муниципальный район,Курганская область,Курганская область,Курганская область,2979.6,v104_stat_scope_exclusion
2021,adm_2021_193,город Шадринск,Курганская область,Курганская область,Курганская область,190.67,v104_stat_scope_exclusion
2021,adm_2021_194,Каргапольский муниципальный район,Курганская область,Курганская область,Курганская область,3220.0,v104_stat_scope_exclusion
2021,adm_2021_198,Белозерский муниципальный район,Курганская область,Курганская область,Курганская область,3416.26,v104_stat_scope_exclusion
2021,adm_2021_207,Шадринский муниципальный район,Курганская область,Курганская область,Курганская область,4009.97,v104_stat_scope_exclusion
2021,adm_2021_210,Катайский муниципальный район,Курганская область,Курганская область,Курганская область,2693.37,v104_stat_scope_exclusion
2021,adm_2021_213,Далматовский муниципальный район,Курганская область,Курганская область,Курганская область,3506.85,v104_stat_scope_exclusion
2021,adm_2021_219,город Ялуторовск,Тюменская область,Тюменская область,Тюменская область,48.52,area_lt_50_km2_or_missing
2021,adm_2021_224,Шатровский муниципальный район,Курганская область,Курганская область,Курганская область,3544.8,v104_stat_scope_exclusion
2021,adm_2021_267,город Пыть-Ях,Ханты-Мансийский автономный округ,Ханты-Мансийский автономный округ,Тюменская область,6.19,area_lt_50_km2_or_missing
2021,adm_2021_270,город Нижневартовск,Ханты-Мансийский автономный округ,Ханты-Мансийский автономный округ,Тюменская область,27.09,area_lt_50_km2_or_missing
2021,adm_2021_552,город Мегион,Ханты-Мансийский автономный округ,Ханты-Мансийский автономный округ,Тюменская область,34.32,area_lt_50_km2_or_missing
2021,adm_2021_553,город Нефтеюганск,Ханты-Мансийский автономный округ,Ханты-Мансийский автономный округ,Тюменская область,5.46,area_lt_50_km2_or_missing
2021,adm_2021_560,город Покачи,Ханты-Мансийский автономный округ,Ханты-Мансийский автономный округ,Тюменская область,21.78,area_lt_50_km2_or_missing
2021,adm_2021_561,город Радужный,Ханты-Мансийский автономный округ,Ханты-Мансийский автономный округ,Тюменская область,39.93,area_lt_50_km2_or_missing
2021,adm_2021_71,ЗАТО Сибирский,Алтайский край,Алтайский край,Алтайский край,5.41,area_lt_50_km2_or_missing
