year,source_id,source_name,source_parent,target_id,target_name,target_parent,boundary_km,relation
1719,adm_1719_002,Туруханский уезд,Тобольская провинция,adm_1719_012,Енисейский уезд,Тобольская провинция,714.373,same_parent
1719,adm_1719_002,Туруханский уезд,Тобольская провинция,adm_1719_034,Сургутский уезд,Тобольская провинция,229.968,same_parent
1719,adm_1719_002,Туруханский уезд,Тобольская провинция,adm_1719_003,Берёзовский уезд,Тобольская провинция,735.922,same_parent
1719,adm_1719_003,Берёзовский уезд,Тобольская провинция,adm_1719_033,Тобольский уезд,Тобольская провинция,122.554,same_parent
1719,adm_1719_003,Берёзовский уезд,Тобольская провинция,adm_1719_027,Верхотурский уезд,Тобольская провинция,67.476,same_parent
1719,adm_1719_003,Берёзовский уезд,Тобольская провинция,adm_1719_028,Пелымский уезд,Тобольская провинция,415.987,same_parent
1719,adm_1719_003,Берёзовский уезд,Тобольская провинция,adm_1719_034,Сургутский уезд,Тобольская провинция,797.463,same_parent
1719,adm_1719_006,Томский уезд,Тобольская провинция,adm_1719_010,Кузнецкий уезд,Тобольская провинция,717.753,same_parent
1719,adm_1719_006,Томский уезд,Тобольская провинция,adm_1719_011,Красноярский уезд,Тобольская провинция,300.03,same_parent
1719,adm_1719_006,Томский уезд,Тобольская провинция,adm_1719_024,Томский уезд,Тобольская провинция,18.405,same_parent
1719,adm_1719_006,Томский уезд,Тобольская провинция,adm_1719_031,Нарымский уезд,Тобольская провинция,246.165,same_parent
1719,adm_1719_006,Томский уезд,Тобольская провинция,adm_1719_030,Кетский уезд,Тобольская провинция,339.7,same_parent
1719,adm_1719_006,Томский уезд,Тобольская провинция,adm_1719_012,Енисейский уезд,Тобольская провинция,75.184,same_parent
1719,adm_1719_010,Кузнецкий уезд,Тобольская провинция,adm_1719_011,Красноярский уезд,Тобольская провинция,273.608,same_parent
1719,adm_1719_011,Красноярский уезд,Тобольская провинция,adm_1719_012,Енисейский уезд,Тобольская провинция,183.0,same_parent
1719,adm_1719_012,Енисейский уезд,Тобольская провинция,adm_1719_030,Кетский уезд,Тобольская провинция,158.683,same_parent
1719,adm_1719_013,Кунгурский уезд,Соль-Камская провинция,adm_1719_027,Верхотурский уезд,Тобольская провинция,94.316,same_superparent
1719,adm_1719_013,Кунгурский уезд,Соль-Камская провинция,adm_1719_017,Соликамский уезд,Соль-Камская провинция,280.904,same_parent
1719,adm_1719_014,Чердынский уезд,Соль-Камская провинция,adm_1719_027,Верхотурский уезд,Тобольская провинция,174.237,same_superparent
1719,adm_1719_014,Чердынский уезд,Соль-Камская провинция,adm_1719_017,Соликамский уезд,Соль-Камская провинция,317.534,same_parent
1719,adm_1719_014,Чердынский уезд,Соль-Камская провинция,adm_1719_019,Кайгородский уезд,Хлыновская провинция,207.743,same_superparent
1719,adm_1719_015,Хлыновский уезд,Хлыновская провинция,adm_1719_018,Слободской уезд,Хлыновская провинция,214.422,same_parent
1719,adm_1719_015,Хлыновский уезд,Хлыновская провинция,adm_1719_021,Котельничский уезд,Хлыновская провинция,33.143,same_parent
1719,adm_1719_015,Хлыновский уезд,Хлыновская провинция,adm_1719_020,Неклассифицированные,Хлыновская провинция,179.58,same_parent
1719,adm_1719_016,Неклассифицированные,Хлыновская провинция,adm_1719_021,Котельничский уезд,Хлыновская провинция,12.154,same_parent
1719,adm_1719_017,Соликамский уезд,Соль-Камская провинция,adm_1719_027,Верхотурский уезд,Тобольская провинция,318.962,same_superparent
1719,adm_1719_017,Соликамский уезд,Соль-Камская провинция,adm_1719_018,Слободской уезд,Хлыновская провинция,33.794,same_superparent
1719,adm_1719_017,Соликамский уезд,Соль-Камская провинция,adm_1719_019,Кайгородский уезд,Хлыновская провинция,110.043,same_superparent
1719,adm_1719_018,Слободской уезд,Хлыновская провинция,adm_1719_019,Кайгородский уезд,Хлыновская провинция,311.889,same_parent
1719,adm_1719_018,Слободской уезд,Хлыновская провинция,adm_1719_022,Шостаковский уезд,Хлыновская провинция,119.558,same_parent
1719,adm_1719_020,Неклассифицированные,Хлыновская провинция,adm_1719_021,Котельничский уезд,Хлыновская провинция,125.24,same_parent
1719,adm_1719_024,Томский уезд,Тобольская провинция,adm_1719_030,Кетский уезд,Тобольская провинция,12.506,same_parent
1719,adm_1719_025,Туринский уезд,Тобольская провинция,adm_1719_029,Тюменский уезд,Тобольская провинция,226.066,same_parent
1719,adm_1719_025,Туринский уезд,Тобольская провинция,adm_1719_027,Верхотурский уезд,Тобольская провинция,148.667,same_parent
1719,adm_1719_025,Туринский уезд,Тобольская провинция,adm_1719_028,Пелымский уезд,Тобольская провинция,203.575,same_parent
1719,adm_1719_027,Верхотурский уезд,Тобольская провинция,adm_1719_029,Тюменский уезд,Тобольская провинция,291.605,same_parent
1719,adm_1719_027,Верхотурский уезд,Тобольская провинция,adm_1719_028,Пелымский уезд,Тобольская провинция,410.347,same_parent
1719,adm_1719_028,Пелымский уезд,Тобольская провинция,adm_1719_033,Тобольский уезд,Тобольская провинция,509.619,same_parent
1719,adm_1719_029,Тюменский уезд,Тобольская провинция,adm_1719_032,Тарский уезд,Тобольская провинция,77.444,same_parent
1719,adm_1719_029,Тюменский уезд,Тобольская провинция,adm_1719_033,Тобольский уезд,Тобольская провинция,422.24,same_parent
1719,adm_1719_030,Кетский уезд,Тобольская провинция,adm_1719_031,Нарымский уезд,Тобольская провинция,350.181,same_parent
1719,adm_1719_030,Кетский уезд,Тобольская провинция,adm_1719_034,Сургутский уезд,Тобольская провинция,105.777,same_parent
1719,adm_1719_031,Нарымский уезд,Тобольская провинция,adm_1719_033,Тобольский уезд,Тобольская провинция,66.148,same_parent
1719,adm_1719_031,Нарымский уезд,Тобольская провинция,adm_1719_034,Сургутский уезд,Тобольская провинция,640.087,same_parent
1719,adm_1719_032,Тарский уезд,Тобольская провинция,adm_1719_033,Тобольский уезд,Тобольская провинция,419.971,same_parent
1719,adm_1719_033,Тобольский уезд,Тобольская провинция,adm_1719_034,Сургутский уезд,Тобольская провинция,429.217,same_parent
1724,adm_1724_001,Иркутская провинция,Иркутская провинция,adm_1724_013,Красноярский уезд,Енисейская провинция,386.748,same_superparent
1724,adm_1724_001,Иркутская провинция,Иркутская провинция,adm_1724_014,Енисейский уезд,Енисейская провинция,406.543,same_superparent
1724,adm_1724_001,Иркутская провинция,Иркутская провинция,adm_1724_002,Туруханский уезд,Енисейская провинция,2040.537,same_superparent
1724,adm_1724_002,Туруханский уезд,Енисейская провинция,adm_1724_034,Кетский уезд,Енисейская провинция,139.559,same_parent
1724,adm_1724_002,Туруханский уезд,Енисейская провинция,adm_1724_014,Енисейский уезд,Енисейская провинция,714.373,same_parent
1724,adm_1724_002,Туруханский уезд,Енисейская провинция,adm_1724_033,Сургутский уезд,Тобольская провинция,229.968,same_superparent
1724,adm_1724_002,Туруханский уезд,Енисейская провинция,adm_1724_003,Берёзовский уезд,Тобольская провинция,735.922,same_superparent
1724,adm_1724_003,Берёзовский уезд,Тобольская провинция,adm_1724_031,Тобольский уезд,Тобольская провинция,122.554,same_parent
1724,adm_1724_003,Берёзовский уезд,Тобольская провинция,adm_1724_029,Верхотурский уезд,Тобольская провинция,67.476,same_parent
1724,adm_1724_003,Берёзовский уезд,Тобольская провинция,adm_1724_030,Пелымский уезд,Тобольская провинция,415.987,same_parent
1724,adm_1724_003,Берёзовский уезд,Тобольская провинция,adm_1724_033,Сургутский уезд,Тобольская провинция,797.463,same_parent
1724,adm_1724_006,Томский уезд,Енисейская провинция,adm_1724_011,Кузнецкий уезд,Енисейская провинция,717.753,same_parent
1724,adm_1724_006,Томский уезд,Енисейская провинция,adm_1724_013,Красноярский уезд,Енисейская провинция,300.03,same_parent
1724,adm_1724_006,Томский уезд,Енисейская провинция,adm_1724_026,Томский уезд,Енисейская провинция,18.405,same_parent
1724,adm_1724_006,Томский уезд,Енисейская провинция,adm_1724_008,Нарымский уезд,Енисейская провинция,246.165,same_parent
1724,adm_1724_006,Томский уезд,Енисейская провинция,adm_1724_034,Кетский уезд,Енисейская провинция,339.7,same_parent
1724,adm_1724_006,Томский уезд,Енисейская провинция,adm_1724_014,Енисейский уезд,Енисейская провинция,75.184,same_parent
1724,adm_1724_008,Нарымский уезд,Енисейская провинция,adm_1724_034,Кетский уезд,Енисейская провинция,350.181,same_parent
1724,adm_1724_008,Нарымский уезд,Енисейская провинция,adm_1724_031,Тобольский уезд,Тобольская провинция,66.148,same_superparent
1724,adm_1724_008,Нарымский уезд,Енисейская провинция,adm_1724_033,Сургутский уезд,Тобольская провинция,640.087,same_superparent
1724,adm_1724_011,Кузнецкий уезд,Енисейская провинция,adm_1724_013,Красноярский уезд,Енисейская провинция,273.608,same_parent
1724,adm_1724_012,Тарский уезд,Тобольская провинция,adm_1724_031,Тобольский уезд,Тобольская провинция,419.971,same_parent
1724,adm_1724_012,Тарский уезд,Тобольская провинция,adm_1724_032,Тюменский уезд,Тобольская провинция,77.444,same_parent
1724,adm_1724_013,Красноярский уезд,Енисейская провинция,adm_1724_014,Енисейский уезд,Енисейская провинция,183.0,same_parent
1724,adm_1724_014,Енисейский уезд,Енисейская провинция,adm_1724_034,Кетский уезд,Енисейская провинция,158.683,same_parent
1724,adm_1724_015,Кунгурский уезд,Соль-Камская провинция,adm_1724_029,Верхотурский уезд,Тобольская провинция,94.316,same_superparent
1724,adm_1724_015,Кунгурский уезд,Соль-Камская провинция,adm_1724_019,Соликамский уезд,Соль-Камская провинция,280.904,same_parent
1724,adm_1724_016,Чердынский уезд,Соль-Камская провинция,adm_1724_029,Верхотурский уезд,Тобольская провинция,174.237,same_superparent
1724,adm_1724_016,Чердынский уезд,Соль-Камская провинция,adm_1724_019,Соликамский уезд,Соль-Камская провинция,317.534,same_parent
1724,adm_1724_016,Чердынский уезд,Соль-Камская провинция,adm_1724_021,Кайгородский уезд,Вятская провинция,207.743,same_superparent
1724,adm_1724_017,Хлыновский уезд,Вятская провинция,adm_1724_020,Слободской уезд,Вятская провинция,214.422,same_parent
1724,adm_1724_017,Хлыновский уезд,Вятская провинция,adm_1724_023,Котельничский уезд,Вятская провинция,33.143,same_parent
1724,adm_1724_017,Хлыновский уезд,Вятская провинция,adm_1724_022,Неклассифицированные,Вятская провинция,179.58,same_parent
1724,adm_1724_018,Неклассифицированные,Вятская провинция,adm_1724_023,Котельничский уезд,Вятская провинция,12.154,same_parent
1724,adm_1724_019,Соликамский уезд,Соль-Камская провинция,adm_1724_029,Верхотурский уезд,Тобольская провинция,318.962,same_superparent
1724,adm_1724_019,Соликамский уезд,Соль-Камская провинция,adm_1724_020,Слободской уезд,Вятская провинция,33.794,same_superparent
1724,adm_1724_019,Соликамский уезд,Соль-Камская провинция,adm_1724_021,Кайгородский уезд,Вятская провинция,110.043,same_superparent
1724,adm_1724_020,Слободской уезд,Вятская провинция,adm_1724_021,Кайгородский уезд,Вятская провинция,311.889,same_parent
1724,adm_1724_020,Слободской уезд,Вятская провинция,adm_1724_024,Шостаковский уезд,Вятская провинция,119.558,same_parent
1724,adm_1724_022,Неклассифицированные,Вятская провинция,adm_1724_023,Котельничский уезд,Вятская провинция,125.24,same_parent
1724,adm_1724_026,Томский уезд,Енисейская провинция,adm_1724_034,Кетский уезд,Енисейская провинция,12.506,same_parent
1724,adm_1724_027,Туринский уезд,Тобольская провинция,adm_1724_032,Тюменский уезд,Тобольская провинция,226.066,same_parent
1724,adm_1724_027,Туринский уезд,Тобольская провинция,adm_1724_029,Верхотурский уезд,Тобольская провинция,148.667,same_parent
1724,adm_1724_027,Туринский уезд,Тобольская провинция,adm_1724_030,Пелымский уезд,Тобольская провинция,203.575,same_parent
1724,adm_1724_029,Верхотурский уезд,Тобольская провинция,adm_1724_032,Тюменский уезд,Тобольская провинция,291.605,same_parent
1724,adm_1724_029,Верхотурский уезд,Тобольская провинция,adm_1724_030,Пелымский уезд,Тобольская провинция,410.347,same_parent
1724,adm_1724_030,Пелымский уезд,Тобольская провинция,adm_1724_031,Тобольский уезд,Тобольская провинция,509.619,same_parent
1724,adm_1724_031,Тобольский уезд,Тобольская провинция,adm_1724_032,Тюменский уезд,Тобольская провинция,422.24,same_parent
1724,adm_1724_031,Тобольский уезд,Тобольская провинция,adm_1724_033,Сургутский уезд,Тобольская провинция,429.217,same_parent
1724,adm_1724_033,Сургутский уезд,Тобольская провинция,adm_1724_034,Кетский уезд,Енисейская провинция,105.777,same_superparent
1727,adm_1727_001,Иркутская провинция,Иркутская провинция,adm_1727_013,Красноярский уезд,Енисейская провинция,386.748,same_superparent
1727,adm_1727_001,Иркутская провинция,Иркутская провинция,adm_1727_014,Енисейский уезд,Енисейская провинция,406.543,same_superparent
1727,adm_1727_001,Иркутская провинция,Иркутская провинция,adm_1727_002,Туруханский уезд,Енисейская провинция,2040.537,same_superparent
1727,adm_1727_002,Туруханский уезд,Енисейская провинция,adm_1727_023,Сургутский уезд,Тобольская провинция,229.968,same_superparent
1727,adm_1727_002,Туруханский уезд,Енисейская провинция,adm_1727_004,Берёзовский уезд,Тобольская провинция,735.922,same_superparent
1727,adm_1727_002,Туруханский уезд,Енисейская провинция,adm_1727_024,Кетский уезд,Тобольская провинция,139.559,same_superparent
1727,adm_1727_002,Туруханский уезд,Енисейская провинция,adm_1727_014,Енисейский уезд,Енисейская провинция,714.373,same_parent
1727,adm_1727_004,Берёзовский уезд,Тобольская провинция,adm_1727_021,Тобольский уезд,Тобольская провинция,122.554,same_parent
1727,adm_1727_004,Берёзовский уезд,Тобольская провинция,adm_1727_019,Верхотурский уезд,Тобольская провинция,67.476,same_parent
1727,adm_1727_004,Берёзовский уезд,Тобольская провинция,adm_1727_023,Сургутский уезд,Тобольская провинция,797.463,same_parent
1727,adm_1727_004,Берёзовский уезд,Тобольская провинция,adm_1727_020,Пелымский уезд,Тобольская провинция,415.987,same_parent
1727,adm_1727_006,Томский уезд,Тобольская провинция,adm_1727_008,Нарымский уезд,Тобольская провинция,246.165,same_parent
1727,adm_1727_006,Томский уезд,Тобольская провинция,adm_1727_011,Кузнецкий уезд,Тобольская провинция,717.753,same_parent
1727,adm_1727_006,Томский уезд,Тобольская провинция,adm_1727_013,Красноярский уезд,Енисейская провинция,300.03,same_superparent
1727,adm_1727_006,Томский уезд,Тобольская провинция,adm_1727_016,Томский уезд,Енисейская провинция,18.405,same_superparent
1727,adm_1727_006,Томский уезд,Тобольская провинция,adm_1727_024,Кетский уезд,Тобольская провинция,339.7,same_parent
1727,adm_1727_006,Томский уезд,Тобольская провинция,adm_1727_014,Енисейский уезд,Енисейская провинция,75.184,same_superparent
1727,adm_1727_008,Нарымский уезд,Тобольская провинция,adm_1727_021,Тобольский уезд,Тобольская провинция,66.148,same_parent
1727,adm_1727_008,Нарымский уезд,Тобольская провинция,adm_1727_023,Сургутский уезд,Тобольская провинция,640.087,same_parent
1727,adm_1727_008,Нарымский уезд,Тобольская провинция,adm_1727_024,Кетский уезд,Тобольская провинция,350.181,same_parent
1727,adm_1727_011,Кузнецкий уезд,Тобольская провинция,adm_1727_013,Красноярский уезд,Енисейская провинция,273.608,same_superparent
1727,adm_1727_012,Тарский уезд,Тобольская провинция,adm_1727_022,Тюменский уезд,Тобольская провинция,77.444,same_parent
1727,adm_1727_012,Тарский уезд,Тобольская провинция,adm_1727_021,Тобольский уезд,Тобольская провинция,419.971,same_parent
1727,adm_1727_013,Красноярский уезд,Енисейская провинция,adm_1727_014,Енисейский уезд,Енисейская провинция,183.0,same_parent
1727,adm_1727_014,Енисейский уезд,Енисейская провинция,adm_1727_024,Кетский уезд,Тобольская провинция,158.683,same_superparent
1727,adm_1727_016,Томский уезд,Енисейская провинция,adm_1727_024,Кетский уезд,Тобольская провинция,12.506,same_superparent
1727,adm_1727_017,Туринский уезд,Тобольская провинция,adm_1727_022,Тюменский уезд,Тобольская провинция,226.066,same_parent
1727,adm_1727_017,Туринский уезд,Тобольская провинция,adm_1727_019,Верхотурский уезд,Тобольская провинция,148.667,same_parent
1727,adm_1727_017,Туринский уезд,Тобольская провинция,adm_1727_020,Пелымский уезд,Тобольская провинция,203.575,same_parent
1727,adm_1727_019,Верхотурский уезд,Тобольская провинция,adm_1727_022,Тюменский уезд,Тобольская провинция,291.605,same_parent
1727,adm_1727_019,Верхотурский уезд,Тобольская провинция,adm_1727_020,Пелымский уезд,Тобольская провинция,410.347,same_parent
1727,adm_1727_020,Пелымский уезд,Тобольская провинция,adm_1727_021,Тобольский уезд,Тобольская провинция,509.619,same_parent
1727,adm_1727_021,Тобольский уезд,Тобольская провинция,adm_1727_022,Тюменский уезд,Тобольская провинция,422.24,same_parent
1727,adm_1727_021,Тобольский уезд,Тобольская провинция,adm_1727_023,Сургутский уезд,Тобольская провинция,429.217,same_parent
1727,adm_1727_023,Сургутский уезд,Тобольская провинция,adm_1727_024,Кетский уезд,Тобольская провинция,105.777,same_parent
1745,adm_1745_001,Мангазейский уезд,Енисейская провинция,adm_1745_004,Берёзовский уезд,Тобольская провинция,356.112,same_superparent
1745,adm_1745_001,Мангазейский уезд,Енисейская провинция,adm_1745_013,Енисейский уезд,Енисейская провинция,1142.874,same_parent
1745,adm_1745_001,Мангазейский уезд,Енисейская провинция,adm_1745_003,Сургутский уезд,Тобольская провинция,769.01,same_superparent
1745,adm_1745_003,Сургутский уезд,Тобольская провинция,adm_1745_007,Тарский уезд,Тобольская провинция,492.243,same_parent
1745,adm_1745_003,Сургутский уезд,Тобольская провинция,adm_1745_015,Тобольский уезд,Тобольская провинция,506.716,same_parent
1745,adm_1745_003,Сургутский уезд,Тобольская провинция,adm_1745_004,Берёзовский уезд,Тобольская провинция,594.166,same_parent
1745,adm_1745_003,Сургутский уезд,Тобольская провинция,adm_1745_012,Томский уезд,Тобольская провинция,155.53,same_parent
1745,adm_1745_003,Сургутский уезд,Тобольская провинция,adm_1745_013,Енисейский уезд,Енисейская провинция,106.473,same_superparent
1745,adm_1745_003,Сургутский уезд,Тобольская провинция,adm_1745_009,Нарымский уезд,Тобольская провинция,549.097,same_parent
1745,adm_1745_004,Берёзовский уезд,Тобольская провинция,adm_1745_015,Тобольский уезд,Тобольская провинция,514.236,same_parent
1745,adm_1745_004,Берёзовский уезд,Тобольская провинция,adm_1745_016,Пелымский уезд,Тобольская провинция,168.033,same_parent
1745,adm_1745_006,Тюменский уезд,Тобольская провинция,adm_1745_014,Екатеринбургский уезд,Сибирская губерния,168.918,same_superparent
1745,adm_1745_006,Тюменский уезд,Тобольская провинция,adm_1745_018,Туринский уезд,Тобольская провинция,145.19,same_parent
1745,adm_1745_006,Тюменский уезд,Тобольская провинция,adm_1745_015,Тобольский уезд,Тобольская провинция,418.312,same_parent
1745,adm_1745_007,Тарский уезд,Тобольская провинция,adm_1745_015,Тобольский уезд,Тобольская провинция,586.745,same_parent
1745,adm_1745_007,Тарский уезд,Тобольская провинция,adm_1745_008,Кузнецкий уезд,Тобольская провинция,194.627,same_parent
1745,adm_1745_007,Тарский уезд,Тобольская провинция,adm_1745_012,Томский уезд,Тобольская провинция,325.511,same_parent
1745,adm_1745_008,Кузнецкий уезд,Тобольская провинция,adm_1745_010,Красноярский уезд,Енисейская провинция,240.352,same_superparent
1745,adm_1745_008,Кузнецкий уезд,Тобольская провинция,adm_1745_012,Томский уезд,Тобольская провинция,772.002,same_parent
1745,adm_1745_009,Нарымский уезд,Тобольская провинция,adm_1745_012,Томский уезд,Тобольская провинция,358.715,same_parent
1745,adm_1745_009,Нарымский уезд,Тобольская провинция,adm_1745_013,Енисейский уезд,Енисейская провинция,448.504,same_superparent
1745,adm_1745_010,Красноярский уезд,Енисейская провинция,adm_1745_012,Томский уезд,Тобольская провинция,401.021,same_superparent
1745,adm_1745_010,Красноярский уезд,Енисейская провинция,adm_1745_013,Енисейский уезд,Енисейская провинция,857.395,same_parent
1745,adm_1745_012,Томский уезд,Тобольская провинция,adm_1745_013,Енисейский уезд,Енисейская провинция,397.9,same_superparent
1745,adm_1745_014,Екатеринбургский уезд,Сибирская губерния,adm_1745_018,Туринский уезд,Тобольская провинция,169.013,same_superparent
1745,adm_1745_014,Екатеринбургский уезд,Сибирская губерния,adm_1745_015,Тобольский уезд,Тобольская провинция,167.848,same_superparent
1745,adm_1745_014,Екатеринбургский уезд,Сибирская губерния,adm_1745_017,Верхотурский уезд,Тобольская провинция,354.466,same_superparent
1745,adm_1745_015,Тобольский уезд,Тобольская провинция,adm_1745_018,Туринский уезд,Тобольская провинция,66.045,same_parent
1745,adm_1745_015,Тобольский уезд,Тобольская провинция,adm_1745_016,Пелымский уезд,Тобольская провинция,824.018,same_parent
1745,adm_1745_016,Пелымский уезд,Тобольская провинция,adm_1745_018,Туринский уезд,Тобольская провинция,148.929,same_parent
1745,adm_1745_016,Пелымский уезд,Тобольская провинция,adm_1745_017,Верхотурский уезд,Тобольская провинция,245.068,same_parent
1745,adm_1745_017,Верхотурский уезд,Тобольская провинция,adm_1745_018,Туринский уезд,Тобольская провинция,84.136,same_parent
1765,adm_1765_001,Мангазейский уезд,Енисейская провинция,adm_1765_015,Енисейский уезд,Енисейская провинция,748.049,same_parent
1765,adm_1765_001,Мангазейский уезд,Енисейская провинция,adm_1765_016,Нарымский уезд,Тобольская провинция,69.313,same_superparent
1765,adm_1765_001,Мангазейский уезд,Енисейская провинция,adm_1765_004,Сургутский уезд,Тобольская провинция,697.55,same_superparent
1765,adm_1765_001,Мангазейский уезд,Енисейская провинция,adm_1765_003,Берёзовский уезд,Тобольская провинция,356.112,same_superparent
1765,adm_1765_003,Берёзовский уезд,Тобольская провинция,adm_1765_004,Сургутский уезд,Тобольская провинция,505.92,same_parent
1765,adm_1765_003,Берёзовский уезд,Тобольская провинция,adm_1765_018,Тобольский уезд,Тобольская провинция,459.29,same_parent
1765,adm_1765_003,Берёзовский уезд,Тобольская провинция,adm_1765_017,Пелымский уезд,Тобольская провинция,590.469,same_parent
1765,adm_1765_004,Сургутский уезд,Тобольская провинция,adm_1765_011,Тарский уезд,Тобольская провинция,309.169,same_parent
1765,adm_1765_004,Сургутский уезд,Тобольская провинция,adm_1765_012,Томский уезд,Тобольская провинция,84.679,same_parent
1765,adm_1765_004,Сургутский уезд,Тобольская провинция,adm_1765_016,Нарымский уезд,Тобольская провинция,623.021,same_parent
1765,adm_1765_004,Сургутский уезд,Тобольская провинция,adm_1765_018,Тобольский уезд,Тобольская провинция,546.694,same_parent
